,CholeskyCMAES,CholeskyCMAES_Aupdate1,pycma,pycmaDiagonal,netname,layername,channum,noise_level,RND,expdir
0,63.111663818359375,58.567138671875,50.97479248046875,47.92831039428711,alexnet,.classifier.Linear6,0,0.0,21635,alexnet_.classifier.Linear6_000
1,45.45070266723633,42.40556335449219,35.156002044677734,27.70233154296875,alexnet,.classifier.Linear6,1,0.0,44670,alexnet_.classifier.Linear6_001
2,49.36617660522461,50.402469635009766,53.062503814697266,61.31554412841797,alexnet,.classifier.Linear6,2,0.0,73959,alexnet_.classifier.Linear6_002
3,40.716819763183594,46.512542724609375,47.22779846191406,34.56904220581055,alexnet,.classifier.Linear6,3,0.0,13221,alexnet_.classifier.Linear6_003
4,30.489669799804688,28.676612854003906,27.83745574951172,23.047964096069336,alexnet,.classifier.Linear6,4,0.0,1209,alexnet_.classifier.Linear6_004
5,26.42043685913086,41.116886138916016,36.70465087890625,32.38175582885742,alexnet,.classifier.Linear6,5,0.0,35088,alexnet_.classifier.Linear6_005
6,35.835853576660156,38.58182144165039,38.751953125,21.034677505493164,alexnet,.classifier.Linear6,6,0.0,99958,alexnet_.classifier.Linear6_006
7,45.531368255615234,46.326576232910156,43.86629867553711,44.806758880615234,alexnet,.classifier.Linear6,7,0.0,52590,alexnet_.classifier.Linear6_007
8,44.575477600097656,48.05732727050781,52.69166564941406,32.0256233215332,alexnet,.classifier.Linear6,8,0.0,97635,alexnet_.classifier.Linear6_008
9,41.813140869140625,46.862979888916016,43.2061767578125,33.604652404785156,alexnet,.classifier.Linear6,9,0.0,61434,alexnet_.classifier.Linear6_009
10,65.7043228149414,53.69019317626953,60.48116683959961,68.92060852050781,alexnet,.classifier.Linear6,10,0.0,42800,alexnet_.classifier.Linear6_010
11,60.0388069152832,63.29148864746094,67.45015716552734,59.22315216064453,alexnet,.classifier.Linear6,11,0.0,63924,alexnet_.classifier.Linear6_011
12,61.76723861694336,59.82147216796875,67.32567596435547,41.821048736572266,alexnet,.classifier.Linear6,12,0.0,33736,alexnet_.classifier.Linear6_012
13,36.8148307800293,53.808326721191406,50.27933883666992,33.61884689331055,alexnet,.classifier.Linear6,13,0.0,18873,alexnet_.classifier.Linear6_013
14,51.489463806152344,55.438194274902344,54.81535339355469,45.57514572143555,alexnet,.classifier.Linear6,14,0.0,82517,alexnet_.classifier.Linear6_014
15,50.7324104309082,55.735496520996094,65.38177490234375,48.82471466064453,alexnet,.classifier.Linear6,15,0.0,61257,alexnet_.classifier.Linear6_015
16,43.22817611694336,58.39583969116211,47.57487487792969,20.096158981323242,alexnet,.classifier.Linear6,16,0.0,59056,alexnet_.classifier.Linear6_016
17,60.692386627197266,46.583011627197266,45.11440658569336,31.224611282348633,alexnet,.classifier.Linear6,17,0.0,48857,alexnet_.classifier.Linear6_017
18,50.92099380493164,43.96867752075195,45.12217330932617,42.41896438598633,alexnet,.classifier.Linear6,18,0.0,74874,alexnet_.classifier.Linear6_018
19,56.84088897705078,56.451255798339844,61.60434341430664,55.766632080078125,alexnet,.classifier.Linear6,19,0.0,43540,alexnet_.classifier.Linear6_019
20,34.70890808105469,44.54692459106445,47.885311126708984,30.436302185058594,alexnet,.classifier.Linear6,20,0.0,42229,alexnet_.classifier.Linear6_020
21,40.053104400634766,42.29777526855469,47.81880187988281,38.809574127197266,alexnet,.classifier.Linear6,21,0.0,48260,alexnet_.classifier.Linear6_021
22,36.80312728881836,37.34877014160156,32.64215850830078,43.50300979614258,alexnet,.classifier.Linear6,22,0.0,98368,alexnet_.classifier.Linear6_022
23,38.67280960083008,45.3196907043457,39.91124725341797,39.005271911621094,alexnet,.classifier.Linear6,23,0.0,70099,alexnet_.classifier.Linear6_023
24,34.909263610839844,39.20609664916992,35.88786697387695,34.250205993652344,alexnet,.classifier.Linear6,24,0.0,18426,alexnet_.classifier.Linear6_024
25,59.63140869140625,64.74168395996094,49.279624938964844,60.297691345214844,alexnet,.classifier.ReLU2,0,0.0,46661,alexnet_.classifier.ReLU2_000
26,57.39202117919922,49.884002685546875,58.06865692138672,65.15564727783203,alexnet,.classifier.ReLU2,1,0.0,41604,alexnet_.classifier.ReLU2_001
27,87.44007873535156,84.2109146118164,78.04290771484375,55.55109405517578,alexnet,.classifier.ReLU2,2,0.0,52026,alexnet_.classifier.ReLU2_002
28,52.90304946899414,46.91041564941406,71.87200927734375,45.97490310668945,alexnet,.classifier.ReLU2,3,0.0,74723,alexnet_.classifier.ReLU2_003
29,64.56855010986328,58.95840835571289,65.42536926269531,61.444183349609375,alexnet,.classifier.ReLU2,4,0.0,90396,alexnet_.classifier.ReLU2_004
30,47.411163330078125,48.38180923461914,45.269493103027344,42.13852310180664,alexnet,.classifier.ReLU2,5,0.0,93894,alexnet_.classifier.ReLU2_005
31,66.73609161376953,53.69972229003906,60.83068084716797,73.54497528076172,alexnet,.classifier.ReLU2,6,0.0,91988,alexnet_.classifier.ReLU2_006
32,53.89397048950195,52.86524200439453,67.22396850585938,54.10231399536133,alexnet,.classifier.ReLU2,7,0.0,47820,alexnet_.classifier.ReLU2_007
33,0.0,2.0004420280456543,40.39445877075195,0.0,alexnet,.classifier.ReLU2,8,0.0,92473,alexnet_.classifier.ReLU2_008
34,68.24552917480469,69.62061309814453,61.23296356201172,56.21944808959961,alexnet,.classifier.ReLU2,9,0.0,65387,alexnet_.classifier.ReLU2_009
35,59.13128662109375,61.108673095703125,70.55923461914062,56.071739196777344,alexnet,.classifier.ReLU2,10,0.0,88953,alexnet_.classifier.ReLU2_010
36,49.34459686279297,56.243473052978516,60.418006896972656,46.01397705078125,alexnet,.classifier.ReLU2,11,0.0,21741,alexnet_.classifier.ReLU2_011
37,40.73326873779297,46.104896545410156,56.753238677978516,46.77996826171875,alexnet,.classifier.ReLU2,12,0.0,42417,alexnet_.classifier.ReLU2_012
38,58.271270751953125,56.56629943847656,57.46385192871094,55.554073333740234,alexnet,.classifier.ReLU2,13,0.0,16420,alexnet_.classifier.ReLU2_013
39,48.91054916381836,50.57365417480469,44.64551544189453,56.04594421386719,alexnet,.classifier.ReLU2,14,0.0,98552,alexnet_.classifier.ReLU2_014
40,39.09799575805664,43.44524002075195,25.128812789916992,26.258960723876953,alexnet,.classifier.ReLU2,15,0.0,57109,alexnet_.classifier.ReLU2_015
41,0.0,43.80583190917969,22.256961822509766,38.68135070800781,alexnet,.classifier.ReLU2,16,0.0,1402,alexnet_.classifier.ReLU2_016
42,57.8526496887207,61.40964126586914,72.83073425292969,56.3380241394043,alexnet,.classifier.ReLU2,17,0.0,90020,alexnet_.classifier.ReLU2_017
43,70.70455932617188,67.78630828857422,60.15708923339844,50.69833755493164,alexnet,.classifier.ReLU2,18,0.0,3534,alexnet_.classifier.ReLU2_018
44,61.271121978759766,53.94373321533203,65.28353881835938,52.9079704284668,alexnet,.classifier.ReLU2,19,0.0,96430,alexnet_.classifier.ReLU2_019
45,49.19398498535156,57.44904327392578,73.89457702636719,42.86543273925781,alexnet,.classifier.ReLU2,20,0.0,13277,alexnet_.classifier.ReLU2_020
46,33.56953430175781,0.5436012744903564,36.29387664794922,3.474238395690918,alexnet,.classifier.ReLU2,21,0.0,54563,alexnet_.classifier.ReLU2_021
47,65.06938171386719,69.79608154296875,77.33184814453125,57.08573913574219,alexnet,.classifier.ReLU2,22,0.0,1893,alexnet_.classifier.ReLU2_022
48,0.0,0.0,0.0,0.0,alexnet,.classifier.ReLU2,23,0.0,7264,alexnet_.classifier.ReLU2_023
49,67.1171646118164,72.35360717773438,65.65478515625,56.58814239501953,alexnet,.classifier.ReLU2,24,0.0,89251,alexnet_.classifier.ReLU2_024
50,1.6498836278915405,0.9563459753990173,35.570716857910156,0.0624876469373703,alexnet,.classifier.ReLU5,0,0.0,28989,alexnet_.classifier.ReLU5_000
51,39.20137023925781,48.71802520751953,39.296630859375,36.79511260986328,alexnet,.classifier.ReLU5,1,0.0,41913,alexnet_.classifier.ReLU5_001
52,27.138917922973633,22.69808578491211,15.269060134887695,17.64439582824707,alexnet,.classifier.ReLU5,2,0.0,91423,alexnet_.classifier.ReLU5_002
53,37.60792541503906,36.333221435546875,43.200462341308594,0.9702155590057373,alexnet,.classifier.ReLU5,3,0.0,60957,alexnet_.classifier.ReLU5_003
54,12.702177047729492,13.774548530578613,11.15831184387207,10.745085716247559,alexnet,.classifier.ReLU5,4,0.0,2299,alexnet_.classifier.ReLU5_004
55,60.140464782714844,45.59663772583008,1.9166438579559326,45.022979736328125,alexnet,.classifier.ReLU5,5,0.0,34550,alexnet_.classifier.ReLU5_005
56,0.12324640154838562,0.8212735056877136,0.0,0.052736736834049225,alexnet,.classifier.ReLU5,6,0.0,88599,alexnet_.classifier.ReLU5_006
57,41.833038330078125,47.81361770629883,42.240943908691406,32.69105911254883,alexnet,.classifier.ReLU5,7,0.0,16403,alexnet_.classifier.ReLU5_007
58,0.0,24.728687286376953,0.3668665885925293,0.0,alexnet,.classifier.ReLU5,8,0.0,35527,alexnet_.classifier.ReLU5_008
59,24.442302703857422,24.79636001586914,26.99410057067871,19.990055084228516,alexnet,.classifier.ReLU5,9,0.0,8241,alexnet_.classifier.ReLU5_009
60,44.7341423034668,44.33635330200195,39.622215270996094,38.07423782348633,alexnet,.classifier.ReLU5,10,0.0,12577,alexnet_.classifier.ReLU5_010
61,0.8122268915176392,0.6773791909217834,33.33966827392578,0.8633633255958557,alexnet,.classifier.ReLU5,11,0.0,83365,alexnet_.classifier.ReLU5_011
62,25.346981048583984,31.82057762145996,0.39424407482147217,30.353540420532227,alexnet,.classifier.ReLU5,12,0.0,12354,alexnet_.classifier.ReLU5_012
63,41.87487030029297,40.110130310058594,42.228580474853516,34.44302749633789,alexnet,.classifier.ReLU5,13,0.0,32429,alexnet_.classifier.ReLU5_013
64,0.0,0.0,0.0,0.0,alexnet,.classifier.ReLU5,14,0.0,67460,alexnet_.classifier.ReLU5_014
65,1.0113308429718018,1.4813098907470703,0.8728963136672974,0.0,alexnet,.classifier.ReLU5,15,0.0,5234,alexnet_.classifier.ReLU5_015
66,50.52635192871094,43.98396682739258,48.92437744140625,40.23738479614258,alexnet,.classifier.ReLU5,16,0.0,798,alexnet_.classifier.ReLU5_016
67,34.084022521972656,35.012420654296875,7.87284517288208,0.28276270627975464,alexnet,.classifier.ReLU5,17,0.0,10620,alexnet_.classifier.ReLU5_017
68,39.53010559082031,28.604503631591797,37.71662902832031,33.69227600097656,alexnet,.classifier.ReLU5,18,0.0,80107,alexnet_.classifier.ReLU5_018
69,43.7343864440918,55.25403594970703,51.63055419921875,67.97074890136719,alexnet,.classifier.ReLU5,19,0.0,67843,alexnet_.classifier.ReLU5_019
70,54.387611389160156,52.363304138183594,50.10884094238281,49.75442123413086,alexnet,.classifier.ReLU5,20,0.0,24826,alexnet_.classifier.ReLU5_020
71,44.372291564941406,55.44805145263672,45.164878845214844,36.18989562988281,alexnet,.classifier.ReLU5,21,0.0,75232,alexnet_.classifier.ReLU5_021
72,4.5248308181762695,5.472801685333252,5.378150939941406,5.674471855163574,alexnet,.classifier.ReLU5,22,0.0,70521,alexnet_.classifier.ReLU5_022
